gene	HD.mean	Uninvolved.mean	HD.pct	Uninvolved.pct	avg_log2FC	p_val	p_val_adj
TPT1	110.35780648684867	110.12951154492991	1	1	-0.002960708943530399	0.9762173818240032	1
ZNF280B	0.06178847611855813	0.05960972413420232	0.03	0.034	-0.002963400070728109	0.7603217933647068	1
TRIM65	0.10890465381250682	0.10662918294238777	0.059	0.057	-0.002963449837529969	0.9291984347194541	1
PDLIM7	0.04330904021784881	0.04116644416384099	0.025	0.03	-0.002965843267083247	0.6985523669407986	1
HORMAD1	0.007179869369456692	0.005108586288677083	0.005	0.004	-0.002969982634302198	0.8737917806140478	1
FASTKD3	0.13202015911051088	0.12968810133043013	0.069	0.085	-0.002975140026298645	0.5505918883348885	1
CSF1	0.0033984880126831573	0.0013262736670220199	0.005	0.002	-0.002982528556578881	0.5155327733147927	1
SLC25A23	0.04366031865745335	0.04150072283253958	0.02	0.026	-0.0029883920128471603	0.6178153602878229	1
SLTM	2.845910192311266	2.8379478456406617	0.665	0.743	-0.0029899673082065537	0.31178795214178806	1
SEC14L3	0.004773823407679268	0.0026818912267828673	0.005	0.002	-0.0030068123084467458	0.518423257900658	1
UQCRHL	0.059395505497856146	0.05718820399666077	0.039	0.038	-0.003009060373720826	0.9417498876656867	1
MYRFL	0.005237754784034276	0.003141358625039895	0.005	0.002	-0.003011843153099699	0.518423257900658	1
ACTR8	0.20766768886283551	0.2051437565315142	0.094	0.117	-0.0030182764534005257	0.4497146034982751	1
PCOLCE	0.018565855650198963	0.016436305254757498	0.02	0.018	-0.00301944929132638	0.8959759564709526	1
LRRTM2	0.011101089294387015	0.008968452732168392	0.005	0.008	-0.003046177640311636	0.6575501719901113	1
EOMES	0.01350641994840898	0.01135341026747277	0.01	0.008	-0.0030680025490185704	0.8228891740644833	1
BBS5	0.022986895672135573	0.020809161573396674	0.015	0.014	-0.003074482272844861	0.9479111979152645	1
EFCAB6	0.007117625161659062	0.004966925131502745	0.005	0.004	-0.003084170045614003	0.8709156024824087	1
HELQ	0.18756620159876805	0.18502635252905655	0.084	0.105	-0.0030887975693857928	0.479260703463469	1
FOXO1	0.04226223888016926	0.0400221040906217	0.02	0.022	-0.0031041222679414407	0.8317238575114665	1
GCNT4	0.008355000634980047	0.006182304399712422	0.005	0.004	-0.0031119198353794994	0.8737917806140478	1
RETSAT	0.12198708475073175	0.1195580678353838	0.049	0.067	-0.0031267110775233253	0.41213756301772836	1
TAS2R8	0.005642735824036926	0.0034579629278710428	0.005	0.002	-0.0031376847035562766	0.518423257900658	1
SHQ1	0.3518133805342971	0.3488614360900582	0.153	0.182	-0.0031538467945107507	0.45025443034187707	1
SCARB2	3.4556744641658588	3.445899467412679	0.759	0.767	-0.00316850595578666	0.7364610691637976	1
LY96	0.6359183719404566	0.6322909684472747	0.266	0.275	-0.00320251161097429	0.8772803707383499	1
ORC3	0.3487275830897909	0.34572744678229905	0.192	0.174	-0.003212733939525647	0.5372871830182571	1
CACNB3	0.012070452407242945	0.009816002668241411	0.01	0.008	-0.003217277407580465	0.8208762011721799	1
CPLANE2	0.012059016828357982	0.009796930424431227	0.005	0.006	-0.003228224249249654	0.8605787403026715	1
LBR	1.9078338002898887	1.9013337004991648	0.552	0.611	-0.0032285747125633257	0.40905023897026827	1
THADA	0.4547292021293133	0.45147382626865923	0.187	0.209	-0.0032320636437240813	0.6326881680783323	1
ERBB3	0.01687848810034747	0.014580616828456846	0.01	0.01	-0.003263790931750478	0.9770488878033748	1
KLHL42	0.29319470602954617	0.29025375206477944	0.113	0.146	-0.003284680613598656	0.3220086414573033	1
LIN7C	0.5328854742641692	0.5293634942563806	0.256	0.251	-0.0033185710136697244	0.7369809055316922	1
FBXL2	0.01367603657519222	0.011341808425569925	0.005	0.006	-0.003325976485181209	0.8580930659381578	1
PRPH2	0.00854337213732958	0.0062197440906487395	0.005	0.004	-0.003327724355396685	0.8737917806140478	1
MGAT3	0.007962030668149727	0.00563106912676534	0.005	0.004	-0.0033401665497944585	0.8709156024824087	1
FBXO27	0.009431568781130073	0.007094543518345161	0.005	0.006	-0.003343984732950481	0.8580930659381578	1
BCL2L10	0.041094542179579904	0.038660484133710316	0.025	0.03	-0.0033769410636439803	0.6974928597928334	1
PCLO	0.006777804587760369	0.004416957228836369	0.005	0.002	-0.003387025867493616	0.518423257900658	1
FGFR1OP	0.4696881814285407	0.46623956121534066	0.207	0.235	-0.003389258867276701	0.5290906064475487	1
ALG3	0.3427263240265396	0.3395710248094424	0.153	0.196	-0.0033942073086885016	0.25393949042595987	1
ZCCHC24	0.2020738435250184	0.19924225465283066	0.103	0.097	-0.0034024018081212914	0.7849686213707381	1
CYP27C1	0.005693606535349325	0.003311453456528232	0.005	0.002	-0.0034213174596137916	0.518423257900658	1
UIMC1	0.5348414497028728	0.5311843407337803	0.241	0.263	-0.0034416510730737038	0.722914631682755	1
ARHGEF37	0.06632579536609004	0.06377370180852322	0.034	0.034	-0.0034570164314085966	0.9858820244031792	1
MYLK4	0.014736492782749236	0.012299754360532381	0.01	0.01	-0.0034685833921535777	0.9770488878033748	1
CRAMP1	0.24626284602390403	0.2432589857689747	0.123	0.13	-0.0034815170857884215	0.8997085138020243	1
CATIP	0.008995815146793712	0.0065637797923084225	0.005	0.004	-0.0034816008981580233	0.8737917806140478	1
PLEKHH2	0.009200800101576832	0.006764206935809078	0.005	0.004	-0.003487424212604607	0.8737917806140478	1
TREM2	0.010366389676734504	0.007926066144164778	0.005	0.006	-0.0034887356033021025	0.8605787403026715	1
RAD54B	0.02812005145505333	0.025627093249700632	0.025	0.02	-0.0035024566833774667	0.7152167446284543	1
BBS12	0.02955123530408394	0.027054117851292196	0.015	0.02	-0.0035034244470105516	0.6415282928996651	1
CD160	0.04308729121162995	0.04055145935439941	0.03	0.034	-0.0035115816982949355	0.7552319568945414	1
OR52I1	0.00814771481042712	0.005688719791517146	0.005	0.004	-0.003523207368287153	0.8737917806140478	1
TGM4	0.008636234877952727	0.006161378556793035	0.005	0.004	-0.0035442415787776335	0.8709156024824087	1
OR2AG2	0.004429953574086544	0.0019518768662382686	0.005	0.002	-0.0035637392055865276	0.518423257900658	1
ZNF853	0.005629838142153413	0.003141358625039895	0.005	0.002	-0.003574442824536701	0.518423257900658	1
MUTYH	0.08770359644590897	0.08500417744871	0.049	0.055	-0.003584872711523912	0.7989529565823696	1
BLVRA	0.1093405553494119	0.10656335475150717	0.054	0.055	-0.0036162719960309286	0.9979008623922719	1
INSL4	0.010150645733328325	0.007614270954113792	0.005	0.004	-0.003627000561721959	0.8737917806140478	1
PPIE	0.5549129547353722	0.5509960335979914	0.256	0.3	-0.0036388224622576626	0.41020660971874506	1
IDH1	0.3201633351256307	0.3168185747849851	0.172	0.178	-0.003659844404770629	0.9025429723028154	1
SAPCD1	0.008355000634980047	0.0057995280803357745	0.005	0.006	-0.003660860681148761	0.8605787403026715	1
TLL2	0.004429953574086544	0.001880787417983563	0.005	0.002	-0.0036661034362208272	0.518423257900658	1
RAB2B	0.39485931217344183	0.3913043811946984	0.177	0.215	-0.003681538230561665	0.3566486698946216	1
IP6K2	0.5177252368055625	0.5138545278651637	0.207	0.249	-0.0036840565388488455	0.3680677646602864	1
PMM1	0.0658469054266287	0.06312856685201212	0.039	0.045	-0.003684153024133538	0.7878850749648845	1
APOF	0.008793481567983284	0.006216192856472755	0.005	0.004	-0.0036905467183199776	0.8737917806140478	1
MAMDC4	0.03239411830640316	0.029756064244218436	0.015	0.018	-0.003691205055278292	0.7554329801133477	1
KCTD17	0.028895226540571348	0.02626387979841296	0.02	0.018	-0.0036943445969547933	0.9029685952723429	1
PLEKHG7	0.004314335588005112	0.001723828236375465	0.005	0.002	-0.0037260648919101268	0.5155327733147927	1
GP1BA	0.009836478383355104	0.00722791759107141	0.005	0.006	-0.003731521734706939	0.8605787403026715	1
CCDC78	0.012342579697817609	0.009726942057142285	0.01	0.008	-0.003732383597186747	0.8208762011721799	1
CALML6	0.007247474436345794	0.004641805773849366	0.005	0.002	-0.0037369724034192657	0.518423257900658	1
PCDHGB5	0.005642735824036926	0.003037652307886717	0.005	0.002	-0.003742101729289262	0.518423257900658	1
MAPKAPK3	1.117235251192396	1.1117504517888825	0.399	0.445	-0.0037422199516430332	0.6245964454123905	1
GALNT3	0.5661494925543858	0.5620919796234904	0.202	0.275	-0.0037425225121022754	0.13456869895276008	1
PROX2	0.009626946207512676	0.0069941894601558245	0.005	0.004	-0.003766961670716662	0.8709156024824087	1
ELOVL1	0.34503888454120746	0.3415284675953312	0.167	0.194	-0.0037702118262614714	0.5224703863723683	1
HDAC1	1.2306945882921598	1.2248726925842572	0.438	0.488	-0.003770215695118262	0.5026860926896728	1
ARAP3	0.005642735824036926	0.0030175178299690214	0.005	0.004	-0.0037710619611675397	0.8709156024824087	1
PRKCH	0.17916064716408148	0.17605225742095815	0.084	0.105	-0.0038081152345733615	0.43480378703483014	1
DNAH7	0.00847721282805754	0.0058067929766745015	0.005	0.006	-0.0038252835475833195	0.8605787403026715	1
CCL22	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
CDH18	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
COL10A1	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
ENPP1	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
FOXP2	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
HRK	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
HS3ST5	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
OR51I2	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
PADI6	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
PPY	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
TUFT1	0.002664345488876757	0	0.005	0	-0.0038387264450963437	0.11951576123721855	1
ZNF483	0.008041313049925296	0.005362577360262738	0.005	0.004	-0.003838873058684818	0.8709156024824087	1
IGLC5	0.007534579954702105	0.004833642357926937	0.005	0.006	-0.003872682517278539	0.8605787403026715	1
TTC5	0.24492725492308703	0.24158485643329136	0.128	0.144	-0.0038785772313099653	0.6802219161795098	1
PANK4	0.07010191827013516	0.06722888542397694	0.034	0.036	-0.003878587936694211	0.9104623699746957	1
PGAM4	0.01357054648590699	0.010837488007133718	0.005	0.008	-0.003895432385318148	0.6555028977361442	1
GJA1	0.00854337213732958	0.005818601603839346	0.005	0.002	-0.0039029880279964884	0.518423257900658	1
ARMC7	0.06849296169306585	0.06560104505395956	0.034	0.049	-0.003910002403357621	0.4480371719198527	1
ZNF37A	0.45241688390661544	0.4484836113004742	0.163	0.243	-0.003912244746129279	0.06448370233599057	1
S100A1	0.01244595344715573	0.009688827793323597	0.005	0.006	-0.0039341531629989695	0.8580930659381578	1
COLQ	0.01957912708419808	0.016773519715814842	0.005	0.014	-0.0039753805948298665	0.3024452220653232	1
NAGS	0.008314106960986053	0.005536236068123561	0.005	0.004	-0.00398006050151724	0.8709156024824087	1
STX3	0.13250023281402906	0.12937949477223248	0.059	0.077	-0.003981004028417751	0.4231105077818553	1
RARG	0.03394210383083252	0.03107397169915387	0.015	0.02	-0.004007564602301589	0.6314422947472123	1
HSPA1L	0.020832640704320483	0.017995647970212695	0.02	0.012	-0.004014970768133296	0.4503608181738643	1
MDK	0.07735382882400595	0.07434969640832954	0.034	0.053	-0.004028482273262704	0.3431588024712323	1
PDS5B	1.0233569293073002	1.0177106073405648	0.35	0.433	-0.004031571325055161	0.14105843681712796	1
EIF1B	1.4954625164934903	1.4884872391583324	0.502	0.522	-0.004038244799411395	0.884646909609108	1
ZNF443	0.016258681230970587	0.013401148883654453	0.01	0.008	-0.004062306805623358	0.8188644073101214	1
ZDHHC11	0.009647685809604852	0.006802054764703322	0.005	0.002	-0.004071889756907665	0.518423257900658	1
ADAP1	0.04848292436309626	0.04552176358811357	0.039	0.036	-0.004080272444048988	0.8455107928174266	1
OR52N4	0.008959818796624656	0.00610277810664971	0.005	0.002	-0.004091030425947256	0.518423257900658	1
SPATA21	0.007243211842941091	0.00438870117572823	0.005	0.004	-0.004094378421010797	0.8709156024824087	1
RGS20	0.007045349505698279	0.0041902121672028735	0.005	0.002	-0.0040960843421810195	0.518423257900658	1
TTC16	0.00720191282804713	0.004336993032620693	0.005	0.002	-0.00410949881611408	0.518423257900658	1
PRAF2	0.04646414747698383	0.04347788641240981	0.034	0.032	-0.004122857850439483	0.8993847378872998	1
WFIKKN1	0.004878301024345649	0.0020064342332993443	0.005	0.002	-0.004129017210498038	0.518423257900658	1
TEX15	0.0069012445704458355	0.004020439916535668	0.005	0.002	-0.004133552751667822	0.518423257900658	1
FRRS1L	0.009657142470857158	0.0067576860379056965	0.005	0.004	-0.00414898188700657	0.8737917806140478	1
RBFOX1	0.005186469124430656	0.0022870765992268768	0.005	0.002	-0.004167369612569527	0.518423257900658	1
COQ2	0.18599642472131128	0.18257251452627893	0.108	0.105	-0.00417100943754492	0.866247348413984	1
CCDC170	0.01957912708419808	0.01663325143576139	0.005	0.008	-0.00417442031006925	0.6555028977361442	1
EFNB2	0.002900269870111414	0	0.005	0	-0.00417814900350751	0.11951576123721855	1
HSF5	0.002900269870111414	0	0.005	0	-0.00417814900350751	0.11951576123721855	1
NXF3	0.002900269870111414	0	0.005	0	-0.00417814900350751	0.11951576123721855	1
PCDHA10	0.002900269870111414	0	0.005	0	-0.00417814900350751	0.11951576123721855	1
S100A2	0.002900269870111414	0	0.005	0	-0.00417814900350751	0.11951576123721855	1
SHISA8	0.002900269870111414	0	0.005	0	-0.00417814900350751	0.11951576123721855	1
SPATA16	0.002900269870111414	0	0.005	0	-0.00417814900350751	0.11951576123721855	1
TMEM271	0.009012272913253266	0.006073411606932015	0.005	0.004	-0.004208142285129897	0.8737917806140478	1
TYRO3	0.007829161434177107	0.004882516878860851	0.005	0.002	-0.004224263783259934	0.518423257900658	1
CC2D2A	0.007237890647052949	0.004291935753155324	0.005	0.002	-0.004225756435691679	0.518423257900658	1
BCL9	0.03235897992649753	0.02932128577749094	0.015	0.012	-0.004251357039940354	0.7839319512969536	1
SMO	0.004773823407679268	0.0017865073673777325	0.005	0.002	-0.00429569861913107	0.5155327733147927	1
GATD3B	0.007534579954702105	0.00453649389809602	0.005	0.004	-0.004299378032251782	0.8709156024824087	1
ZFHX3	0.20495359193481574	0.20136571144335688	0.079	0.091	-0.00430218983898778	0.6428180701675289	1
ASTL	0.0029989701536492367	0	0.005	0	-0.004320124639040915	0.11951576123721855	1
DKK2	0.0029989701536492367	0	0.005	0	-0.004320124639040915	0.11951576123721855	1
DPYSL5	0.0029989701536492367	0	0.005	0	-0.004320124639040915	0.11951576123721855	1
GPR84	0.0029989701536492367	0	0.005	0	-0.004320124639040915	0.11951576123721855	1
PCDHGA3	0.0029989701536492367	0	0.005	0	-0.004320124639040915	0.11951576123721855	1
PNLIPRP1	0.0029989701536492367	0	0.005	0	-0.004320124639040915	0.11951576123721855	1
WT1	0.0029989701536492367	0	0.005	0	-0.004320124639040915	0.11951576123721855	1
JAK3	0.30599356063104666	0.3020713932136789	0.103	0.15	-0.004339229159136981	0.15059541284748482	1
NELFA	0.4070059418320044	0.40276471391185426	0.187	0.237	-0.004355375498228065	0.2590618825937982	1
RSAD2	0.045350911018161924	0.04219834668393462	0.02	0.024	-0.004357446773409483	0.727284288334427	1
DACT3	0.009836478383355104	0.006789536871595898	0.005	0.008	-0.004359569618398541	0.6575501719901113	1
PPP5D1	0.010824175243848015	0.007768794390851487	0.01	0.006	-0.004367384844047905	0.590446355345771	1
ZNF57	0.03982709148518646	0.03667573134273097	0.025	0.022	-0.004378953970162219	0.8524905408360515	1
ARHGAP33	0.08107023929167002	0.07777953933504607	0.034	0.053	-0.004398157048544529	0.3284719498934181	1
LCN12	0.1786975113399336	0.17510668310636987	0.079	0.079	-0.004401788488843927	0.9788019510377889	1
TREM1	0.004469747186629377	0.001407615254833258	0.005	0.002	-0.00440478173494341	0.5155327733147927	1
METTL4	0.2078302882544403	0.20414772660435412	0.094	0.115	-0.004405361513069583	0.4366379609860477	1
ALDH1B1	0.01653008729724282	0.013425173641089888	0.015	0.012	-0.004413345568314339	0.7790549865512677	1
EBF3	0.0030652158387058904	0	0.005	0	-0.004415408052217422	0.11951576123721855	1
KCNC2	0.0030652158387058904	0	0.005	0	-0.004415408052217422	0.11951576123721855	1
ST6GALNAC2	0.0030652158387058904	0	0.005	0	-0.004415408052217422	0.11951576123721855	1
UBE2Q2	0.5028530735723562	0.49825780517197676	0.227	0.259	-0.004418081425009324	0.5236471218216314	1
CARMIL2	0.148979514781987	0.14545874751963878	0.089	0.089	-0.0044275738769406214	0.9936441753328313	1
SCN11A	0.00874664128974474	0.005653875868815947	0.005	0.004	-0.004430023526433749	0.8737917806140478	1
ABCC6	0.005634345618648331	0.0025504491596014976	0.005	0.002	-0.004430992244394449	0.518423257900658	1
ESS2	0.11077643081975534	0.1073697671586893	0.064	0.065	-0.0044314307492368255	0.9794501411775769	1
ACO1	0.13535055537594534	0.13186765335517903	0.059	0.077	-0.004432541522986555	0.4638340815616218	1
CCDC77	0.16353068025773929	0.15995123059671376	0.079	0.093	-0.0044451031327163715	0.5981872673069474	1
TF	0.011933402069729255	0.008817083272172444	0.005	0.004	-0.004449734167391618	0.8737917806140478	1
CHD4	1.068223658173633	1.0618495270146973	0.399	0.427	-0.004453158238101773	0.7370642547211259	1
GPR12	0.005186469124430656	0.0020796091000366843	0.005	0.002	-0.004466029868132189	0.5155327733147927	1
COL5A2	0.004674170580115986	0.001564367463659744	0.005	0.002	-0.004472550040711513	0.5155327733147927	1
ART4	0.011288057686490001	0.00815059606114	0.005	0.004	-0.00448283384233567	0.8737917806140478	1
NSUN2	0.6266425204540279	0.6215940523416315	0.251	0.294	-0.004484529135240334	0.4732054644578352	1
MCRS1	0.3953082299639751	0.3909711600547275	0.207	0.229	-0.004491347368819787	0.7401586145572536	1
KBTBD12	0.004419619930364469	0.0012967084094393114	0.005	0.002	-0.004492572096552603	0.5155327733147927	1
SHOX2	0.004878301024345649	0.0017517233454272313	0.005	0.002	-0.004495798137011458	0.5155327733147927	1
OR5AS1	0.005642735824036926	0.002505001234965609	0.005	0.002	-0.004508431059795696	0.518423257900658	1
VNN1	0.04169648970157425	0.03842775120501926	0.025	0.02	-0.004534149074223941	0.712758911416046	1
PLAAT4	0.15848612700637732	0.15484868320566775	0.054	0.071	-0.004536936404041736	0.4377919912837344	1
MYOM3	0.006754570649093976	0.003589169322651966	0.005	0.002	-0.00454321564940491	0.518423257900658	1
TNFSF15	0.0385848892261901	0.03529891401650074	0.025	0.016	-0.004571774078407309	0.4661101733347461	1
SAMD8	0.33112229152045636	0.326910555339789	0.138	0.168	-0.004571994656770717	0.44692743381281846	1
SLC25A42	0.12058046209354915	0.11703044552766875	0.064	0.069	-0.004577735632526697	0.8440691396680561	1
ZNF324B	0.05718953140447452	0.053832138336378864	0.03	0.038	-0.004588961338470296	0.5866883363237532	1
PSD	0.009498859187011639	0.006290088210909643	0.005	0.004	-0.0045930223901420875	0.8709156024824087	1
PYGB	0.1884401942425695	0.18466043880497857	0.059	0.101	-0.004595708214674116	0.08723643583271941	1
ST20-MTHFS	0.007457021456833539	0.004244687561282676	0.005	0.002	-0.004607464515281789	0.518423257900658	1
BOLA2-SMG1P6	0.07932790988746383	0.0758858873815995	0.034	0.051	-0.004608167438509447	0.3777685517145255	1
ZNF20	0.01837109387211485	0.01511240801506184	0.015	0.01	-0.00462388206819794	0.6049571679590802	1
OR2C3	0.03942220818515609	0.03609582537178425	0.02	0.02	-0.004624349218060306	0.9694201521021241	1
DSC1	0.00847721282805754	0.005238848881532293	0.005	0.004	-0.004640153319102031	0.8709156024824087	1
PTCD1	0.10994300682884567	0.10637729268461396	0.059	0.071	-0.004642147213704345	0.6237535596981354	1
PRG4	0.011124905994544344	0.007871714220390074	0.005	0.004	-0.004649208081259966	0.8709156024824087	1
LCORL	0.7401081811630108	0.7345038897997711	0.271	0.316	-0.0046539240661656045	0.39746231160156176	1
KLF1	0.009263084570109508	0.0060095024584041696	0.005	0.004	-0.004658358264906813	0.8737917806140478	1
RASGEF1B	0.9419368626704963	0.9356699880969369	0.335	0.364	-0.004663286964873725	0.5689609154293678	1
CRIP2	0.0148510954910589	0.01156064733912679	0.005	0.008	-0.004685244664691498	0.6575501719901113	1
SLC37A4	0.03976578647010446	0.0363923599004069	0.03	0.024	-0.004688303802291689	0.680226273440948	1
EFCAB10	0.0066488168098046115	0.0033682054874803803	0.005	0.002	-0.00470933911096902	0.518423257900658	1
FZD6	0.05811191953318151	0.05465552291358287	0.034	0.024	-0.004720378221319488	0.4492491638600793	1
CCDC136	0.054727290222023633	0.05127633151260008	0.034	0.02	-0.0047280882341488445	0.26823349419033987	1
SCN1B	0.011380606732375497	0.008068047449601852	0.01	0.01	-0.004732991974101137	0.9808732670913674	1
SPRY2	0.02344876009696211	0.02008950022106987	0.015	0.016	-0.004743137942134341	0.8939558334977826	1
SPON1	0.011703749998537029	0.00837557468374656	0.005	0.004	-0.004753819622476171	0.8709156024824087	1
DOCK9	0.028426156774306797	0.025028834605950245	0.015	0.012	-0.0047737148728188225	0.7823053427515947	1
LIME1	0.019509151957868967	0.016137882837081566	0.015	0.01	-0.004778547170054808	0.6080935343262766	1
ASPN	0.014387269226007488	0.011023449082681006	0.01	0.004	-0.004792085928365341	0.3579241357682076	1
IGHV1-69	0.014216971510285382	0.010848902951541362	0.01	0.006	-0.004798955282166024	0.5924031976051609	1
GPR150	0.0063942216697614705	0.003048631774059802	0.005	0.002	-0.004803988730468669	0.518423257900658	1
SPDYE6	0.0159032003799422	0.012524422295098064	0.01	0.008	-0.004806235964340495	0.8188644073101214	1
NUDT10	0.004469747186629377	0.0011269855795433183	0.005	0.002	-0.004809132344764304	0.5155327733147927	1
ZNF197	0.2582192364374707	0.25402760608049413	0.089	0.123	-0.004814216372687752	0.23683590225989407	1
TUBB1	0.021151173784389164	0.01774714464759537	0.005	0.008	-0.004817288310276276	0.6575501719901113	1
PPT2-EGFL8	0.006174615661048178	0.0028146433509117184	0.005	0.002	-0.004825730040391924	0.518423257900658	1
RADX	0.028221651065301178	0.024787605073380427	0.015	0.01	-0.004826364740861788	0.6002662705405902	1
MAD1L1	0.015418179575537518	0.012021338429745117	0.005	0.01	-0.004834285232848044	0.5052089402011366	1
NFIX	0.07508302583208817	0.0714810364472002	0.034	0.032	-0.004841762882076148	0.8898607693987329	1
ABCF3	0.14672477034510598	0.14288201367984338	0.074	0.089	-0.004842692840080182	0.5542761403882706	1
NUDT8	0.1954800033367011	0.19146098333013395	0.089	0.111	-0.004858289957290762	0.4209384708135838	1
SLC51A	0.00980151444055725	0.006395626244100515	0.01	0.004	-0.0048741887245008775	0.3595813191024528	1
PSMD11	0.7726169909923384	0.7666347249039361	0.33	0.354	-0.004877072630595225	0.759192370075529	1
CAVIN4	0.0033984880126831573	0	0.005	0	-0.004894669268019202	0.11951576123721855	1
CFAP47	0.0033984880126831573	0	0.005	0	-0.004894669268019202	0.11951576123721855	1
GBP7	0.0033984880126831573	0	0.005	0	-0.004894669268019202	0.11951576123721855	1
IQCA1	0.0033984880126831573	0	0.005	0	-0.004894669268019202	0.11951576123721855	1
SHOX	0.0033984880126831573	0	0.005	0	-0.004894669268019202	0.11951576123721855	1
STYK1	0.0033984880126831573	0	0.005	0	-0.004894669268019202	0.11951576123721855	1
SUGCT	0.0033984880126831573	0	0.005	0	-0.004894669268019202	0.11951576123721855	1
C19orf84	0.008829733598107611	0.005409611723071258	0.005	0.004	-0.004899316083521555	0.8709156024824087	1
CHRFAM7A	0.025817532204018195	0.022337540917130673	0.025	0.016	-0.0049025301541895175	0.465029950541604	1
HDHD2	0.21539327780309495	0.21126240434023444	0.118	0.132	-0.004911777521489691	0.7439120198888733	1
MYO10	0.07482804234553152	0.0711727627134187	0.03	0.032	-0.004914684920634349	0.8476865471987136	1
GPRASP1	0.048048878836666246	0.04447379371437039	0.02	0.024	-0.004929707728224264	0.7189123779375057	1
TCEAL9	0.20407932581785115	0.1999605086607306	0.113	0.107	-0.004943514509086533	0.7720843803238582	1
MTMR8	0.005693606535349325	0.0022460525850761725	0.005	0.004	-0.004954106914672411	0.8709156024824087	1
RPH3AL	0.04870641680655805	0.045110500283396485	0.034	0.03	-0.00495536739003935	0.7892697421166467	1
MYH3	0.03432698948421922	0.030780347465146504	0.01	0.024	-0.004955411074075988	0.22541475653091467	1
CPLX1	0.02598379046105906	0.022454845781841985	0.015	0.012	-0.004970806481444316	0.7790549865512677	1
P4HTM	0.11247058151393786	0.10864405075901319	0.059	0.075	-0.004970947762374944	0.4875993893022819	1
FAM98A	0.18044034558874825	0.1763549443323384	0.094	0.115	-0.005001702151592707	0.45305367641568256	1
TTLL1	0.09425101788613002	0.09044124927039444	0.03	0.055	-0.00503168335691849	0.167067130886298	1
CRLS1	0.06633275787740446	0.06260106228883115	0.034	0.043	-0.005057652974002111	0.6511715601785586	1
PRKAR2B	0.38738754965701344	0.38252083553811816	0.172	0.204	-0.005069620054702406	0.4251481193875936	1
RFX8	0.00814771481042712	0.004604037014123521	0.005	0.004	-0.005080061821894039	0.8737917806140478	1
MSANTD1	0.009883845052937873	0.0063224230913794645	0.005	0.004	-0.005096751485685162	0.8709156024824087	1
CES3	0.005025102901544666	0.0014653912682609735	0.005	0.002	-0.005118971381339963	0.5155327733147927	1
TRGV7	0.005642735824036926	0.0020759834867969526	0.005	0.002	-0.0051259584053145214	0.5155327733147927	1
PLEKHG4B	0.03854284142918365	0.034849602978262055	0.015	0.026	-0.005139617873679579	0.36929921967739027	1
OR5H14	0.008849573504451013	0.005245660155680432	0.01	0.006	-0.005162966853009091	0.5943630095442236	1
PPFIA3	0.010243519181501843	0.0066290772158504605	0.005	0.006	-0.005170919661599688	0.8605787403026715	1
KRIT1	0.30064232447945494	0.2959869970055479	0.148	0.158	-0.0051730333634031345	0.7978714298543486	1
AGPAT3	0.20168730181380437	0.19737375968334694	0.103	0.109	-0.0051879734503705865	0.8843269149758654	1
SLC25A34	0.01010276532892583	0.006473979008087011	0.005	0.006	-0.005192202771361813	0.8605787403026715	1
MAPK7	0.06786706848239453	0.06402390832054944	0.034	0.038	-0.005201498738185817	0.8199263755058827	1
GLIS3	0.005029207120351441	0.001407615254833258	0.005	0.002	-0.0052080965026181335	0.5155327733147927	1
ACP6	0.032384183687096266	0.028657007750004886	0.015	0.022	-0.005217929777396671	0.5368204521382071	1
CMBL	0.014793118241394102	0.011122480758108287	0.005	0.002	-0.0052278745387212625	0.518423257900658	1
BHMT2	0.010366389676734504	0.0066594361177741085	0.005	0.004	-0.00530286669523054	0.8709156024824087	1
C16orf74	0.01517574863487299	0.011445688649612292	0.01	0.01	-0.005310656465476047	0.9789610169999039	1
ERI3	0.3268803527206634	0.32198164436425275	0.163	0.2	-0.005336140816290691	0.42103508521720184	1
AP4B1	0.19944016953065669	0.19501078473830324	0.103	0.101	-0.005337556613386585	0.8939491223348032	1
SLC9A7	1.6431245346829435	1.6333557050924479	0.404	0.545	-0.0053419921870461184	0.03711325401049878	1
NR6A1	0.011040283203574534	0.007300567659314755	0.01	0.006	-0.005346247876749666	0.5943630095442236	1
RAB42	0.006754570649093976	0.0030253945568311288	0.005	0.002	-0.005353889602311033	0.518423257900658	1
PLA2R1	0.010467429943028593	0.006720247195937806	0.01	0.004	-0.005359985336183273	0.3579241357682076	1
ZNF804A	0.012410760925936423	0.008648227932073375	0.01	0.006	-0.005371633378696913	0.5943630095442236	1
