gene	H_mean	P_mean	M_mean	H_pct	P_pct	M_pct	HP_avg_log2FC	HP_p_val	HP_p_val_adj	HM_avg_log2FC	HM_p_val	HM_p_val_adj
BTBD8	0.06703650689102202	0.0715840225788219	0.06566816665431942	0.039	0.036	0.039	0.006135439297224682	0.8456689245011652	1	-0.0019160009942731232	0.9726140252825006	1
IL31RA	0	0.004255920416511654	6.657291709679651e-4	0	0.004	0	0.006126966566714658	0.36595975163013006	1	9.585734980794753e-4	0.7521341821041149	1
TRAV17	0	0.004253838899262267	6.912427068407773e-4	0	0.004	0	0.006123976295346483	0.36595975163013006	1	9.952973884358681e-4	0.7896012437228594	1
EBF1	0	0.00425331410792486	0.06336605387988425	0	0.004	0.026	0.006123222388287725	0.36595975163013006	1	0.08856577017597674	0.021026425546846608	1
MS4A3	0.013756236733829199	0.018066169813563456	1.1543175565254531e-4	0.005	0.006	0	0.006120543199681468	0.8594768358188319	1	-0.019544535967965636	2.640680796529687e-6	0.05242015449191082
TTLL9	0	0.004238406586979359	0.005847290402990391	0	0.004	0.004	0.00610180631141894	0.36595975163013006	1	0.008397735337197816	0.3793121346263166	1
KCNJ9	0	0.004237889700444766	0.003856297329951935	0	0.002	0.002	0.006101063748868741	0.5239707033094142	1	0.005543804885312149	0.5057010743913788	1
OR2AG1	0	0.004237889700444766	1.867233412259145e-4	0	0.002	0	0.006101063748868741	0.5239707033094142	1	2.689244260324798e-4	0.8363736245076286	1
GABRP	0	0.004236112434896246	1.6150897067394016e-4	0	0.002	0	0.006098510514731331	0.5239707033094142	1	2.3261287832858032e-4	0.8661978246340302	1
RAB3B	0	0.004236112434896246	0.006645375749613987	0	0.002	0.004	0.006098510514731331	0.5239707033094142	1	0.009540144095180735	0.346032966320262	1
CD274	0	0.004228575657147085	0.0020585005764572777	0	0.002	0.002	0.006087683068326829	0.5239707033094142	1	0.002961946551828906	0.5751652733598623	1
RTL5	0	0.0042251010867471565	2.064672445994574e-4	0	0.004	0	0.006082691421724829	0.36595975163013006	1	2.973572437747846e-4	0.8114223413031105	1
F2	0	0.004216056157952884	0.0012685437529334433	0	0.004	0.001	0.006069697190980696	0.36595975163013006	1	0.0018260080948591828	0.7057248705946297	1
ARHGAP28	0	0.0042149009392906745	8.364930434716803e-4	0	0.002	0	0.006068037558888956	0.5239707033094142	1	0.0012043512457363833	0.7521341821041149	1
FLRT2	0	0.0042149009392906745	0.0018019917347827862	0	0.002	0.001	0.006068037558888956	0.5239707033094142	1	0.0025931912060424655	0.5931137531042047	1
IGLV5-45	0	0.0042149009392906745	4.322437629364615e-5	0	0.002	0	0.006068037558888956	0.5239707033094142	1	6.225747211817413e-5	0.9054004398246465	1
POTEI	0	0.0042149009392906745	4.402022571725492e-4	0	0.002	0	0.006068037558888956	0.5239707033094142	1	6.339119903771388e-4	0.8114223413031105	1
PRELP	0	0.0042149009392906745	0.0033131112088151996	0	0.002	0.002	0.006068037558888956	0.5239707033094142	1	0.0047642094870808446	0.49225016251273546	1
FAAP100	0.15474435922679777	0.159603920654396	0.1740004320699699	0.074	0.101	0.113	0.006058617483823997	0.2985265233827554	1	0.024401384350591943	0.10191107243840725	1
GOLGA8N	0.14189234358918545	0.14669352361438978	0.23011982147526241	0.074	0.087	0.13	0.006053212923913781	0.6001904505285516	1	0.10717868957101981	0.019363833879005244	1
LIX1	0	0.004204184774067252	0.022559208356716497	0	0.006	0.014	0.006052642207853622	0.2674482697803836	1	0.03213294323512634	0.08819904387909532	1
ALDOC	0.025303877675420836	0.02961424434786732	0.10114649189812959	0.015	0.014	0.064	0.006052361577215379	0.9535613839593522	1	0.10281107811954993	0.004331443696073147	1
DPP10	0	0.004195538567197839	0	0	0.004	0	0.0060402205373783395	0.36595975163013006	1	0	1	1
GET4	0.005800539740222828	0.010019185345671587	0.01589560851350724	0.005	0.008	0.011	0.006038464554909768	0.6548080823321079	1	0.014371447153738223	0.40997937049692534	1
TRH	0.01327076609478512	0.01751575163106006	0.0011618327796619901	0.005	0.008	0.001	0.006031385818412099	0.6548080823321079	1	-0.01734725070626329	0.05397290581190221	1
HYDIN	0	0.004181747092117615	0.002503643000826231	0	0.002	0.001	0.006020406638020775	0.5239707033094142	1	0.003601656612107465	0.5931137531042047	1
CIDEB	0.05203821146635853	0.05643373063518998	0.200143362439071	0.034	0.038	0.129	0.006015164600358586	0.8059364693295954	1	0.19031049712334197	7.347211323780255e-5	1
HEPH	0	0.004176994525019973	6.259633438240997e-4	0	0.004	0	0.006013578669649194	0.36595975163013006	1	9.013331594129195e-4	0.7700158991017543	1
MAP2	0	0.004176646669091097	0.014318332625431876	0	0.004	0.009	0.006013078907044295	0.36595975163013006	1	0.02047758493645829	0.18711532628585104	1
KCNIP4	0	0.0041756966105870605	0.0013969946577341496	0	0.002	0.001	0.006011713962594193	0.5239707033094142	1	0.002010778236491596	0.6667385828119201	1
TRAV5	0	0.0041756966105870605	4.26839351261887e-4	0	0.002	0	0.006011713962594193	0.5239707033094142	1	6.146728750535558e-4	0.7700158991017543	1
CCDC89	0	0.00416966361238807	0.004571721175026762	0	0.002	0.003	0.006003046353172208	0.5239707033094142	1	0.00656995811662437	0.4438567519554271	1
MASP1	0	0.00416966361238807	0	0	0.002	0	0.006003046353172208	0.5239707033094142	1	0	1	1
WDR63	0	0.00416966361238807	0.004641926602860811	0	0.002	0.004	0.006003046353172208	0.5239707033094142	1	0.006708465191481996	0.39763484574479685	1
RABEP1	0.8234748692393237	0.8310735094409543	0.8144188837033701	0.32	0.364	0.391	0.005999393193463987	0.5665525305811241	1	-0.006969471737004462	0.23415287556384243	1
RDH5	0.037451020674484005	0.041760480834670995	0.08696967377462818	0.02	0.03	0.056	0.005980387950218949	0.4448950550137122	1	0.0674138882840871	0.02750608215384723	1
EPHA7	0	0.004149110741840254	2.1790680941120201e-4	0	0.002	0	0.005973517650065039	0.5239707033094142	1	3.138308859463905e-4	0.8661978246340302	1
GRHL2	0	0.004149110741840254	3.780101486803881e-5	0	0.002	0	0.005973517650065039	0.5239707033094142	1	5.44461760266827e-5	0.9054004398246465	1
C7orf25	0	0.004144732717009197	0.01062095771140989	0	0.004	0.007	0.0059672275797814384	0.36595975163013006	1	0.015397644429680097	0.24288584019140227	1
IGHV4-31	0	0.004143154266205947	9.488879536100645e-4	0	0.002	0.001	0.005964959754375741	0.5239707033094142	1	0.0013660966208184284	0.7201977767044245	1
IGLC6	0	0.004143154266205947	5.16099463602809e-4	0	0.002	0	0.005964959754375741	0.5239707033094142	1	7.431793971406275e-4	0.7896012437228594	1
BMP2K	0.3437471601329511	0.3493032149767362	0.21922936161532997	0.158	0.188	0.13	0.005952880953774886	0.4727961309909221	1	-0.14006387788464086	0.15653903433994731	1
IYD	0	0.004131292474850757	0.0016122760035956645	0	0.002	0.001	0.005947917315188783	0.5239707033094142	1	0.0023203965283636586	0.6223273268215821	1
TRPM8	0	0.004131292474850757	0.039610283125513644	0	0.002	0.026	0.005947917315188783	0.5239707033094142	1	0.055980205640865394	0.019797597011528605	1
ECE1	0.049352259799795885	0.053684667586532606	0.01643695941403315	0.025	0.038	0.013	0.005944120133698494	0.3628057578115247	1	-0.04587120202282097	0.13093520341761822	1
PI16	0	0.004127811653835208	0.01288603331943775	0	0.004	0.008	0.0059429162043193205	0.36595975163013006	1	0.01844219392082354	0.2128689775585002	1
CNTN1	0	0.004113626593773203	9.562099220506171e-4	0	0.002	0	0.005922535471786948	0.5239707033094142	1	0.0013766328970686377	0.7700158991017543	1
OR52K1	0	0.004113626593773203	7.354015619782096e-5	0	0.002	0	0.005922535471786948	0.5239707033094142	1	1.0592067100613191e-4	0.9054004398246465	1
MEF2B	0	0.004111285499137761	0.0032279263097874933	0	0.004	0.002	0.005919171819040479	0.36595975163013006	1	0.004641911595833466	0.5126624537478158	1
PRMT5	0.21078766984060512	0.21576529984060866	0.3056091430900976	0.113	0.123	0.191	0.005918858791657489	0.810396102776539	1	0.10877291188531057	0.011098349359443134	1
EPHX2	0	0.004106542767739345	0.017962179601281884	0	0.004	0.014	0.005912357503409389	0.36595975163013006	1	0.025748544141264554	0.09487304012919812	1
BCAT2	0.21998393734918104	0.2249932016220815	0.26375329968209515	0.118	0.137	0.165	0.005911589700845321	0.5559598255545618	1	0.05092353676652084	0.09413613500365821	1
TRGV3	0.03663039321239608	0.04088617073824719	0.004884565638281972	0.02	0.02	0.003	0.0059107088014705225	0.9653807190639636	1	-0.0448831474067028	1.0588416029275113e-5	0.21019064659714026
MICAL3	0.05886477331705658	0.06320745142892832	0.029351529063117995	0.034	0.044	0.021	0.005904765020779468	0.5620341283440142	1	-0.04074875835270308	0.1830672990277655	1
ZNF771	0.012285286456157351	0.01642938164338296	0.08848606767281	0.01	0.014	0.057	0.00589405103176607	0.6538473188050284	1	0.10466086027362727	0.003736415942505452	1
MARVELD1	0.04493110498348433	0.04920630056297122	0.10094855455733258	0.025	0.034	0.061	0.005890551416217457	0.5227444466118456	1	0.0753139228794776	0.03175370780979498	1
ZNF264	0.30083576288081443	0.30615743626547526	0.31768722988009224	0.128	0.174	0.18	0.005889975062284558	0.1754467335060451	1	0.01826380478431544	0.0818505235402626	1
TANGO2	0.18136752629960673	0.18619681725858342	0.15240934205460102	0.074	0.117	0.098	0.005885545454539259	0.1114981073343123	1	-0.035442539201180595	0.299050072969611	1
WFDC13	0	0.0040825829734132835	0	0	0.004	0	0.0058779317852202225	0.36595975163013006	1	0	1	1
TMEM269	0	0.004075752074276293	0.00826383462889209	0	0.004	0.005	0.0058681169174004824	0.36595975163013006	1	0.011854092056347623	0.3200602232128922	1
GBP6	0	0.004072577401878884	3.2492118874106487e-4	0	0.002	0	0.005863555417578018	0.5239707033094142	1	4.6792873912134263e-4	0.9054004398246465	1
KRT72	0	0.004072577401878884	3.473023805906985e-4	0	0.002	0	0.005863555417578018	0.5239707033094142	1	5.001549776281371e-4	0.8114223413031105	1
NOG	0	0.004072577401878884	0.001060384470356584	0	0.002	0.001	0.005863555417578018	0.5239707033094142	1	0.0015265312200996753	0.7057248704598914	1
ADAMTS5	0	0.004063227853647274	2.083798169128012e-4	0	0.004	0	0.00585012151850296	0.36595975163013006	1	3.0011147282512653e-4	0.8661978246340302	1
NSUN5	0.576072870751674	0.5824747769180186	0.787720136653615	0.256	0.307	0.399	0.005848264427997574	0.3581857295641332	1	0.18220103603134918	5.494630751226847e-4	1
COL8A1	0	0.004059708160673007	0.0026994438454810365	0	0.004	0.002	0.005845064214980106	0.36595975163013006	1	0.0038829503944967023	0.5501527569670454	1
PDK3	0.258182080594366	0.26328846832964986	0.19950732116618777	0.113	0.145	0.123	0.005843391934162723	0.2982432625441657	1	-0.06895659575607355	0.7699722001055948	1
RNF150	0	0.0040564879884179865	0.01601975433730073	0	0.004	0.009	0.0058404372650534934	0.36595975163013006	1	0.022891690803750253	0.18348148498291791	1
FAAH2	0.02052443311268517	0.024660144852035527	0.01730294278082791	0.01	0.012	0.011	0.0058347584017527515	0.8008756160989815	1	-0.004601016150411263	0.8383805556479133	1
WDR97	0	0.004052278198904777	0.013052426060142893	0	0.004	0.009	0.00583438834722975	0.36595975163013006	1	0.018716331348035978	0.18711532628585104	1
PPP2R3A	0.047086263069071974	0.05132506660039256	0.06690103721061462	0.02	0.034	0.038	0.005828513280660336	0.31390113237061334	1	0.026899853270219126	0.183065602828021	1
TERT	0	0.004047742842978346	0.024538743850971722	0	0.006	0.02	0.0058278716046023	0.2674482697803836	1	0.034990695734715575	0.04100737069647207	1
STEAP1B	0	0.0040418609548223	0.009670342066945765	0	0.004	0.007	0.005819420018719051	0.36595975163013006	1	0.013897393897223453	0.2428858401674424	1
GRM2	0	0.004041212282860611	8.530057045851746e-4	0	0.002	0.001	0.005818487949887058	0.5239707033094142	1	0.0012281154383327448	0.7201977767044245	1
NME8	0.2092626991845068	0.21414867038533034	0.12342856810923661	0.099	0.107	0.062	0.005817399440270821	0.7739824592894649	1	-0.10647547310348801	0.028666536589703036	1
IL15	0	0.004038874834156524	0.01232984252387092	0	0.004	0.007	0.005815129293351949	0.36595975163013006	1	0.017651035713486207	0.23795415075885537	1
GRIP2	0	0.004034871687684855	0.0038742267635417243	0	0.004	0.003	0.00580937719428427	0.36595975163013006	1	0.00556953051207422	0.47315561404030854	1
EFHC1	0.4177539369723971	0.4234632829744069	0.8132752994597968	0.197	0.218	0.371	0.005798117928294544	0.6896335393796779	1	0.35526121803996435	1.3634347984512405e-6	0.027065544184055573
EMX2	0	0.004021127783057189	8.215961882011985e-5	0	0.004	0	0.005789628479055141	0.36595975163013006	1	1.1833486578047907e-4	0.9054004398246465	1
NDUFS3	1.015633659282914	1.0236545870219058	1.6141023958742835	0.389	0.438	0.633	0.005729607384459712	0.6330230386334466	1	0.3752561018159999	3.959655456948059e-9	7.860312047587592e-5
RAB6C	0	0.003976775630318937	0.0014228224979408453	0	0.002	0.001	0.0057258967085088075	0.5239707033094142	1	0.0020479274234137183	0.6667385828119201	1
SRPX2	0	0.003976775630318937	1.1389857498189783e-4	0	0.002	0	0.0057258967085088075	0.5239707033094142	1	1.6404602710950306e-4	0.9054004398246465	1
TNNI3K	0	0.003976775630318937	1.262366182517954e-4	0	0.002	0	0.0057258967085088075	0.5239707033094142	1	1.8181516468431072e-4	0.8661978246340302	1
GPR33	0	0.003971094266431893	0	0	0.004	0	0.005717732676336439	0.36595975163013006	1	0	1	1
AGBL4	0.002900269870111414	0.0068798164759354226	0.007160114935244766	0.005	0.004	0.006	0.005713341171615756	0.875355814606423	1	0.006098332128058091	0.8926355469204643	1
CENPQ	0.12716559287104676	0.13163561572737167	0.1995357693574969	0.074	0.091	0.126	0.005710009540717709	0.5132338425779768	1	0.09000901463076619	0.031176829199696367	1
AKR1D1	0	0.003958076058389538	0.00118359766522847	0	0.002	0	0.005699025538194384	0.5239707033094142	1	0.0017038044357697488	0.7700158991017543	1
PPAN-P2RY11	0	0.003958076058389538	0.002433294543486114	0	0.002	0.002	0.005699025538194384	0.5239707033094142	1	0.0035005783646135475	0.5582562296761026	1
NKAIN2	0	0.0039488940343156125	1.3465594466911823e-4	0	0.004	0	0.0056858308426290735	0.36595975163013006	1	1.9394047630323197e-4	0.9054004398246465	1
GOLGA6L10	0	0.003947438416898117	0.02006446502883571	0	0.004	0.013	0.0056837390891897105	0.36595975163013006	1	0.028769989994156663	0.09662480426143033	1
PGAP2	0.13580012012148218	0.14027807615523788	0.1952167354584302	0.079	0.085	0.127	0.005676723505414677	0.8099608308129509	1	0.0734769109556016	0.05041305918566397	1
GPR174	0.23407396858818957	0.23893101168098807	0.2760934377731339	0.103	0.133	0.158	0.005666984942752529	0.32159683519183463	1	0.04874258231290762	0.04822556594120614	1
EFNA2	0	0.003928675544466542	0.005128483952040445	0	0.004	0.003	0.0056567761677003255	0.36595975163013006	1	0.007368034442358065	0.42238027583494225	1
GLT8D2	0.0029989701536492367	0.006938776168252592	0.006073597728877529	0.005	0.004	0.004	0.0056558427139706555	0.875355814606423	1	0.0044016472391465436	0.7980729976039239	1
ARHGAP29	0	0.003925771512246444	9.467474717945175e-4	0	0.002	0.001	0.0056526029240784445	0.5239707033094142	1	0.001363016463572679	0.6920565074065799	1
CCDC42	0	0.0039250087822071495	0.0039285952326724456	0	0.002	0.002	0.005651506839791598	0.5239707033094142	1	0.005647537028852128	0.49225016251273546	1
SYT12	0	0.0039250087822071495	0.009568033098218588	0	0.002	0.006	0.005651506839791598	0.5239707033094142	1	0.01371603807614832	0.25051662664664603	1
ANGPTL7	0	0.003920438618672657	0.0013248298642395374	0	0.002	0.001	0.005644939250363017	0.5239707033094142	1	0.0019069757371535905	0.6327762278732949	1
LRFN2	0	0.003920438618672657	0.0030086122498548763	0	0.002	0.003	0.005644939250363017	0.5239707033094142	1	0.0043270000120133705	0.47315561404030854	1
AQP7	0	0.0039181575256051595	9.123177879535986e-4	0	0.002	0	0.005641661176455406	0.5239707033094142	1	0.0013134711819568988	0.7521341821041149	1
ELL2	0.09776048640825899	0.10205776551561928	0.26990224977707145	0.064	0.071	0.109	0.005636530325326211	0.778878421433606	1	0.2099942385351553	0.031148413026471648	1
GPR35	0.004469747186629377	0.008397983974334312	0.010059241765685874	0.005	0.006	0.006	0.005631025665614398	0.8594768358188319	1	0.007982578930300691	0.844580009412016	1
CBLL2	0	0.0038954917474007325	5.130046825382479e-4	0	0.002	0	0.005609088625883814	0.5239707033094142	1	7.387240761347711e-4	0.7700158991017543	1
GJC1	0	0.0038954917474007325	0.10915084792583332	0	0.002	0.058	0.005609088625883814	0.5239707033094142	1	0.1492261295485608	4.18123681716925e-4	1
CAPNS2	0	0.00389248944162239	2.442804460761187e-4	0	0.002	0	0.005604774015279148	0.5239707033094142	1	3.5180974800798023e-4	0.8661978246340302	1
C14orf132	0	0.003883927698816045	0.06122309647069968	0	0.004	0.041	0.005592469872464628	0.36595975163013006	1	0.08562544508237808	0.003170896015258379	1
ANXA9	0	0.003879036137100653	7.189703345218835e-4	0	0.002	0	0.005585440126467495	0.5239707033094142	1	0.0010352071571130194	0.7700158991017543	1
PLEKHA5	0.26106612552684766	0.26594819253596363	0.2010104450828772	0.118	0.139	0.103	0.005574438241951252	0.5110840681310025	1	-0.07068035290559438	0.44354007899348835	1
SLC2A14	0.004469747186629377	0.008351393221174121	5.825734323573594e-4	0.005	0.002	0.001	0.005564367657130597	0.5174010582608068	1	-0.005595239763865539	0.013411900601739772	1
GFRA1	0.0030652158387058904	0.006939860996132767	0.010271423356618277	0.005	0.004	0.006	0.005562113590883025	0.875355814606423	1	0.010303832332238172	0.8076837023677946	1
DDX47	0.013631949824800137	0.017539863535098257	0.03777915705450553	0.015	0.016	0.027	0.005551410914199067	0.8902764859722377	1	0.03402891153500512	0.2897911572445183	1
FXYD3	0	0.0038465385000038465	3.45507763464717e-4	0	0.002	0	0.00553873635332604	0.5239707033094142	1	4.975709702265292e-4	0.7700158991017543	1
OR2L3	0	0.0038465385000038465	0	0	0.002	0	0.00553873635332604	0.5239707033094142	1	0	1	1
UPK3B	0	0.0038465385000038465	0.00537185731896427	0	0.002	0.003	0.00553873635332604	0.5239707033094142	1	0.007716752695700234	0.4276003968499955	1
FSD1L	0.09880510447534457	0.10303156310072262	0.07959058829070731	0.054	0.046	0.051	0.005538556495107011	0.6712631754187248	1	-0.025623108448134174	0.79129053469492	1
CHERP	0.29829366181620254	0.30327859248969	0.35532248695834	0.133	0.166	0.214	0.005528767114944433	0.3576383247078027	1	0.061744483237676506	0.012234021280473448	1
FAM78B	0	0.0038392284686469412	0.0175833030883449	0	0.002	0.012	0.005528230579802216	0.5239707033094142	1	0.025106615866780504	0.11619372593159788	1
CACNA1C	0.01639815120831768	0.020291730563314046	0.007477960366836089	0.015	0.014	0.005	0.005516062627024074	0.9503627222425216	1	-0.012734683258569714	0.06334434366319024	1
CUZD1	0	0.003826140189776553	0.0016697464829567923	0	0.002	0.001	0.005509420278727896	0.5239707033094142	1	0.002403039512324183	0.6436335092647302	1
KCNS3	0	0.003826140189776553	0.04465951616876182	0	0.002	0.031	0.005509420278727896	0.5239707033094142	1	0.06293312812625089	0.011251316557909815	1
GPX3	0	0.0038257537234908066	4.258672649096174e-4	0	0.004	0	0.0055088648507717105	0.36595975163013006	1	6.13273313062225e-4	0.7700158991017543	1
CNDP1	0	0.003824691443017834	0.006587308036197492	0	0.002	0.005	0.005507338143994639	0.5239707033094142	1	0.009457054339957669	0.32721079393650904	1
KRTAP5-8	0	0.003824691443017834	0.0013148336889262596	0	0.002	0.001	0.005507338143994639	0.5239707033094142	1	0.0018925965581661935	0.6667385828119201	1
MIP	0	0.003824691443017834	0.0010390457256675707	0	0.002	0.001	0.005507338143994639	0.5239707033094142	1	0.001495827848064517	0.6920565074065799	1
HMGA2	0	0.0038196294577463046	3.211523621100254e-4	0	0.002	0	0.005500063049524887	0.5239707033094142	1	4.6250200887112974e-4	0.8114223413031105	1
ALDH8A1	0	0.003818185636367454	0.025361017511032053	0	0.002	0.015	0.005497987980079983	0.5239707033094142	1	0.036074287055364376	0.08202424860935162	1
TEX261	0.3702825558634769	0.3755143777995936	0.17355281919127588	0.138	0.194	0.116	0.005497808380389657	0.11935089158946445	1	-0.2233877584220116	0.19081875803895434	1
VWC2	0	0.0038158036204881196	0.0010074589296927836	0	0.004	0	0.005494564524893463	0.36595975163013006	1	0.0014503778106361917	0.7521341821041149	1
TRAV8-2	0	0.003814580853855778	9.565794978289402e-4	0	0.002	0	0.00549280715025913	0.5239707033094142	1	0.0013771647127394555	0.7896012437228594	1
CLDN9	0	0.0038124212496735616	0.0062985232924574535	0	0.002	0.005	0.005489703336412307	0.5239707033094142	1	0.0091507040314490265	0.33457264170818424	1
ERVW-1	0.008981054465604807	0.012827097158350792	0.004624213566189717	0.005	0.008	0.003	0.005488822872091665	0.6568524019870841	1	-0.006253864613999745	0.6883907924297842	1
CFAP206	0	0.003804523578534878	0.002164133575302709	0	0.002	0.001	0.005478352634262005	0.5239707033094142	1	0.0031137764286821887	0.6327762278732949	1
IGLV1-44	0	0.003804523578534878	2.4082599583100968e-4	0	0.002	0	0.005478352634262005	0.5239707033094142	1	3.4683528846117046e-4	0.8661978246340302	1
LRATD1	0	0.003804523578534878	0	0	0.002	0	0.005478352634262005	0.5239707033094142	1	0	1	1
GSG1	0	0.003803091152488743	0.0031279499015310895	0	0.002	0.002	0.005476293911294268	0.5239707033094142	1	0.004498364668882803	0.5057010743913788	1
MUC12	0	0.003802999475013844	0.03829281129076944	0	0.004	0.025	0.005476162149751242	0.36595975163013006	1	0.054212638990499995	0.023116595231840904	1
AIRE	0	0.003795232049975616	0.0013720608217486505	0	0.002	0.001	0.005464998536028851	0.5239707033094142	1	0.0019749140230901343	0.654938742268627	1
CLDN10	0	0.003795232049975616	1.2673218639178366e-4	0	0.002	0	0.005464998536028851	0.5239707033094142	1	1.825288728354855e-4	0.8661978246340302	1
TMEM233	0	0.003793094292531018	8.404663278500734e-4	0	0.002	0.001	0.005461926061434822	0.5239707033094142	1	0.0012100694328354088	0.6790887099301095	1
BEST4	0	0.0037916704583371244	0.008577364177667452	0	0.002	0.005	0.00545987966362724	0.5239707033094142	1	0.012301923672902447	0.29026798961347194	1
TMEM52	0	0.0037916704583371244	0.013067041588374417	0	0.002	0.009	0.00545987966362724	0.5239707033094142	1	0.018699577087005488	0.17305476921531573	1
GPATCH8	1.0353981532027552	1.0431042833249182	1.072432335508218	0.399	0.448	0.473	0.005451809390710549	0.6517648715075252	1	0.026070412178482494	0.3241948563856951	1
HES7	0	0.0037851968617179576	0.004519359397594017	0	0.004	0.003	0.00545057548614711	0.36595975163013006	1	0.006494878846064702	0.4552257285967943	1
TAFA5	0.011703749998537029	0.01551766814401306	0.1291721803991873	0.005	0.006	0.071	0.005428442337283665	0.8569943000977747	1	0.15852163289160512	2.527184502385746e-4	1
TARBP1	1.0661896807949405	1.0739770432393654	0.8275399621134127	0.365	0.418	0.394	0.005427222224727579	0.3876180189434028	1	-0.17683462106175074	0.8269167945164781	1
FRRS1	0.010717489798806849	0.014525453205705773	0.058437553415265665	0.01	0.014	0.039	0.0054252616122708024	0.6492750823335988	1	0.06651070795716787	0.030178583170591425	1
FAM227A	0	0.003760614333957595	0.03234390006447948	0	0.002	0.02	0.005415243698751519	0.5239707033094142	1	0.045850600123386896	0.043221950439739434	1
KRT2	0	0.003760614333957595	1.653486946969963e-4	0	0.002	0	0.005415243698751519	0.5239707033094142	1	2.3814257454620838e-4	0.8661978246340302	1
PLEKHN1	0	0.003760614333957595	0.0027976703837588866	0	0.002	0.001	0.005415243698751519	0.5239707033094142	1	0.00402404513831848	0.5931137531042047	1
CTXN1	0	0.0037539756948843637	0.015224244457995417	0	0.002	0.01	0.005405702017991654	0.5239707033094142	1	0.021763463998018998	0.1428413748183505	1
TREML4	0	0.0037438881026723874	0.010487697206659414	0	0.002	0.007	0.005391203054360036	0.5239707033094142	1	0.015062925199921445	0.24794122600500784	1
PSD3	0	0.0037436888585450977	9.109039301065318e-4	0	0.004	0.001	0.005390916677978402	0.36595975163013006	1	0.0013114365644515953	0.6920565074065799	1
IGHV4-4	0	0.0037420382992737204	2.5560328410079825e-4	0	0.004	0	0.005388544303775739	0.36595975163013006	1	3.6811468231645193e-4	0.8363736245076286	1
MAPRE3	0.005800539740222828	0.009558446744227005	0.023876626853857778	0.005	0.006	0.015	0.0053802028506601245	0.8545131782610648	1	0.025643282625906177	0.2301151171687454	1
GALNT14	0	0.0037358813360564578	0.0012671171768299202	0	0.004	0.001	0.005379694771520736	0.36595975163013006	1	0.0018239559042842394	0.6436335092647302	1
MANSC4	0	0.003732819697342978	4.540836313464113e-4	0	0.002	0	0.005375294193831425	0.5239707033094142	1	6.538972937130371e-4	0.8114223413031105	1
PAQR5	0	0.003732819697342978	2.813391052343498e-4	0	0.002	0	0.005375294193831425	0.5239707033094142	1	4.051736874365416e-4	0.8363736245076286	1
TFCP2L1	0	0.0037265046629369482	2.6453752908103096e-4	0	0.004	0	0.005366217378465703	0.36595975163013006	1	3.809799025466618e-4	0.8363736245076286	1
GSTM1	0	0.0037258315717740606	0.007712053029737793	0	0.004	0.005	0.0053652499181030145	0.36595975163013006	1	0.011101078217873676	0.29657165831185384	1
DKK3	0.0066488168098046115	0.010397136866606635	0.0070409662193452564	0.005	0.01	0.005	0.005361988875523284	0.5048155704577015	1	5.456044644557602e-4	0.9755899991749353	1
NHLRC1	0	0.003714972453479257	6.219878875944733e-5	0	0.002	0	0.005349641591241208	0.5239707033094142	1	8.95860857343703e-5	0.9054004398246465	1
ALX3	0	0.0037092562971448636	0.0035924967618642736	0	0.004	0.002	0.0053414254202110625	0.36595975163013006	1	0.005165243797509489	0.4857471220033981	1
FOLR2	0	0.0037033950874464164	0.010226972498775758	0	0.002	0.006	0.005333000706777285	0.5239707033094142	1	0.014697206584874467	0.2531245639230531	1
RUNDC3A	0	0.0037033950874464164	0.0026449391489228127	0	0.002	0.002	0.005333000706777285	0.5239707033094142	1	0.003804652705339613	0.5665889820346746	1
SHE	0	0.0037033950874464164	0.0013513934480366572	0	0.002	0.001	0.005333000706777285	0.5239707033094142	1	0.0019451859077814781	0.654938742268627	1
CDC23	0.20771052059974063	0.21217717796586075	0.2545871498718567	0.113	0.129	0.164	0.00532589322520699	0.6201830883991819	1	0.05524032477395979	0.07961351176720108	1
PQBP1	0.9101299617124871	0.9171944504465989	0.8664660172310906	0.374	0.408	0.428	0.005325869113857351	0.5833781073105062	1	-0.03314525344742614	0.5049669880541517	1
ZNF114	0	0.00368996337830481	0.029318168925304495	0	0.004	0.018	0.005313694216509399	0.36595975163013006	1	0.04162258754302511	0.05483591741299557	1
SWSAP1	0.07679449104631277	0.08076350424303529	0.13688904626856854	0.03	0.048	0.086	0.005307928804517081	0.2815356186508451	1	0.07815485239284238	0.005380934947362572	1
RORB	0	0.003681797011485366	0.4384225827139647	0	0.002	0.144	0.005301955905604534	0.5239707033094142	1	0.5242194482864699	5.722906442217719e-9	1.1360541578446393e-4
ZNF462	0.005328690977753514	0.009026818678293209	4.068317506657767e-4	0.005	0.002	0	0.005297254097122166	0.5174010582608068	1	-0.007081399252409369	0.0015005540485770752	1
ACAP3	0.1553435044586969	0.15959094459835887	0.19631442209438418	0.084	0.085	0.124	0.005294117684255306	0.9719785936522017	1	0.05058164257204237	0.10184268369885081	1
IFIT1	0.013593952050732633	0.017306418856125237	0.016220918851587728	0.005	0.006	0.006	0.005274471847141988	0.8594768358188319	1	0.0037841491275111792	0.7883209690767875	1
CPA3	0	0.00365594952136344	1.4129671670350935e-4	0	0.004	0	0.00526480217212384	0.36595975163013006	1	2.0350428474174325e-4	0.8661978246340302	1
