gene	healthy_mean	premalignant_mean	healthy.pct	premalignant.pct	avg_log2FC	p_val	p_val_adj
VENTX	0.011395115369845563	0.029797138209963697	0.005	0.01	0.026013450066809562	0.4998746316109543	1
CYP2R1	0.12733569693601363	0.14782870715937824	0.069	0.079	0.025990177902446288	0.6566203329594884	1
B3GLCT	0.028995280879297387	0.04769371357440311	0.015	0.03	0.025980650185495488	0.24211918698484083	1
CCNG1	0.580557935729911	0.6092605132202323	0.246	0.311	0.025963975390453475	0.2424617382396937	1
FAM102B	0.16993418849668238	0.1911517006599227	0.079	0.113	0.025929784029991215	0.21196875749647748	1
C1QTNF4	0.046969693753794395	0.06591751893479168	0.02	0.03	0.025876124465279565	0.43966960547077866	1
RPP40	0.0429509029283942	0.06180673905916233	0.015	0.038	0.02584995870990666	0.1088763374601143	1
CBX7	0.13027631636370024	0.1507059069105019	0.059	0.075	0.025843653509803777	0.47296712185384904	1
LIPA	0.3827297803330137	0.4077173178572317	0.172	0.204	0.025838411410124607	0.38227232211263024	1
PLA2G7	0	0.01806978551164598	0	0.002	0.025836457052975347	0.5239707033094142	1
TIMP3	0	0.018053637356586417	0	0.002	0.025813573505776996	0.5239707033094142	1
TCTN2	0.014740001120240084	0.033059220385784495	0.005	0.022	0.02581283512599445	0.11312974468518443	1
TRIM10	0.023046121049750817	0.04150867559975772	0.005	0.01	0.025803670599894343	0.5048155704577015	1
EPOR	0	0.01804445234433952	0	0.006	0.025800557264873503	0.2674482697803836	1
ZNF467	0.2558348479220806	0.2784892223747093	0.089	0.143	0.02579324770261532	0.07204384588568541	1
STX10	0.40573424560762394	0.4310750087478825	0.207	0.222	0.02577541350105972	0.7155884219080543	1
PRSS36	0.005670014243075779	0.023797647644072783	0.005	0.016	0.025773598524851695	0.23370796051060672	1
TMEM175	0.28496809856006305	0.30811854461383154	0.133	0.16	0.025760744401912172	0.4728307310205385	1
SEC61A1	1.6892248419757987	1.7376535698100033	0.517	0.564	0.025749513779862232	0.7244877757417287	1
SYCP2	0.00472709756682107	0.02281595540717172	0.005	0.014	0.025742879175517718	0.2992696134441015	1
N4BP2L2	3.524763794949643	3.6062194403612873	0.734	0.802	0.02574066124771157	0.51701792017982	1
SEC62	3.7409901759718616	3.826316054123022	0.823	0.82	0.025733990782446092	0.7404884847710028	1
PSMC2	0.5807090162125552	0.6091397002647561	0.276	0.307	0.025717767017695126	0.5366355369230675	1
HDHD3	0.1472020158092861	0.16780960701658956	0.064	0.093	0.025685620470346726	0.23369842170582972	1
KL	0	0.017947740205264604	0	0.008	0.02566349767883711	0.19985649388715865	1
TESK1	0.19573021167417934	0.2171503938718358	0.094	0.123	0.025615525610917067	0.32356342298379487	1
PEBP4	0.0065698964715714	0.024591611934585582	0.005	0.016	0.025601629132782074	0.23287849537715133	1
CBWD3	0.06894921402656065	0.08805969014336484	0.034	0.061	0.02556439195326249	0.1756885254376265	1
FBXO16	0.056274127377497596	0.07514893027545529	0.03	0.048	0.02555222087862538	0.2675874899000086	1
PHF8	0.22851984540497963	0.2504376897203832	0.123	0.135	0.025512005636345814	0.6891060277166542	1
LEF1	0.09661459103386028	0.11617040969573823	0.015	0.042	0.025500730660977494	0.07097144089616148	1
TLN2	0	0.017828907724414512	0	0.014	0.02549507150970109	0.08904999225776059	1
PLCD3	0.007534579954702105	0.02549336595324797	0.005	0.014	0.025488804015098218	0.3003145681305714	1
THUMPD3	0.5379257986517447	0.5653298492949372	0.236	0.277	0.025480798353322842	0.3731941804480348	1
SIAH3	0	0.017816079441815232	0	0.014	0.02547688828049752	0.08904999225776059	1
H1-10	7.27883496632254	7.426211053443095	0.798	0.84	0.02545629221585921	0.1327890543784017	1
SPIRE2	0	0.01780136688756654	0	0.008	0.025456033940609624	0.19985649388715865	1
NPIPA3	0.005029207120351441	0.02291965417900929	0.005	0.012	0.0254554040836587	0.38464205592828055	1
MYL3	0	0.017747601752355048	0	0.012	0.025379821876782723	0.11572409438243399	1
PDE7B	0	0.01774578381988294	0	0.008	0.025377244887654898	0.19985649388715865	1
AKIP1	0.15736238910563669	0.1778996206053641	0.084	0.109	0.02537593280745193	0.3582240833879919	1
FAM47E	0	0.017734718543206393	0	0.012	0.025361559333537464	0.11572409438243399	1
RTCB	0.6228366008373831	0.6516125173493618	0.3	0.329	0.02535751164289879	0.6779948957824317	1
DOCK3	0	0.017689727465314907	0	0.006	0.025297780591864077	0.2674482697803836	1
RANBP2	1.3248056999067355	1.3658993310139378	0.394	0.481	0.02527854307302224	0.1582026795524117	1
BBS7	0.0816547114766651	0.10076442801689325	0.049	0.071	0.025265722256651205	0.3125803036117741	1
NT5C3B	0.1318102998454446	0.15177729715023772	0.074	0.095	0.025229618663467707	0.37867740447342607	1
ETFRF1	0.29231682419059823	0.31511217234594036	0.158	0.182	0.025226054993284508	0.5691907715535132	1
DIXDC1	0	0.017627150584229676	0	0.01	0.025209067765848407	0.1513844552375399	1
AGER	0.24589812205197403	0.2678582961309863	0.118	0.154	0.02520740673994476	0.2965797860171456	1
SHROOM1	0	0.017615956374326242	0	0.008	0.02519319759185392	0.19985649388715865	1
SLC17A9	0	0.017609828891742917	0	0.018	0.025184510507796586	0.053460311133344186	1
RAB39A	0.005237754784034276	0.022932910489384138	0.005	0.012	0.025174766207419867	0.38464205592828055	1
SEMA4G	0	0.017596761962920825	0	0.006	0.025165985023950146	0.2674482697803836	1
ZNF761	0.07121336115003729	0.09005707655259454	0.044	0.048	0.025157817537522942	0.7994806016639939	1
MTCH2	0.40909678686029266	0.4338337029510532	0.217	0.242	0.025106999269087105	0.5577075718386817	1
PEX13	0.23125097440678888	0.25285475987047495	0.103	0.139	0.025094310231317307	0.253415019470934	1
SNED1	0	0.01752515882635997	0	0.01	0.025064466300166763	0.1513844552375399	1
LACTB	0.21517088697556003	0.23645952971398304	0.103	0.131	0.02505580863928203	0.38418367877763804	1
PIK3R6	0	0.017510983513105434	0	0.012	0.02504436773414111	0.11572409438243399	1
TRMO	0.15170773326154358	0.17187180186791626	0.069	0.089	0.02504010009353072	0.422208325370626	1
SNX21	0	0.017499717252229298	0	0.016	0.025028393588462625	0.06886505761405734	1
AKAP7	0.12373697768934316	0.14339982504714066	0.054	0.083	0.025025577322824066	0.21056534257790993	1
KCNRG	0	0.01748825095591356	0	0.01	0.025012135635992413	0.1513844552375399	1
CABLES2	0.026131835517783045	0.04404878952649469	0.02	0.036	0.02497303453917151	0.2555812160665811	1
MARC1	0	0.01745740385484298	0	0.016	0.024968396915365104	0.06886505761405734	1
RNF169	0.48240280815328573	0.5082522652237672	0.207	0.259	0.02494022971604415	0.298182019456245	1
FBXL18	0.04565113793144123	0.06386842338459457	0.03	0.04	0.024918129445002032	0.49749812106195324	1
PGBD1	0.09729992877588234	0.11641224648067779	0.049	0.073	0.024911938784849902	0.2747184658817088	1
HNRNPLL	0.04573503445794793	0.06393787500490186	0.015	0.026	0.02489656039825129	0.3575807257416031	1
RAB4A	1.048341134136486	1.0839821300473749	0.409	0.446	0.024886902516732423	0.6238414052953571	1
UTP15	0.0727123306186709	0.09135580313371074	0.044	0.061	0.024858284604242012	0.41141470919041134	1
TNFSF4	0.12830129363061565	0.14790705512882604	0.059	0.089	0.024853466881532227	0.22043357035389677	1
ZSWIM1	0.0571580086882846	0.07552708844918857	0.025	0.038	0.024852835211779556	0.371151244184902	1
ATL2	0.39102209151293676	0.41516719486822656	0.202	0.228	0.024827178052301224	0.5986795217106613	1
NIPAL1	0	0.017356873036011747	0	0.01	0.024825843056224945	0.1513844552375399	1
ZFP69	0.016992440063415784	0.03460659771222184	0.005	0.024	0.024773341999297382	0.08885027465719979	1
CFAP410	0.6917216676510409	0.7210059281842559	0.261	0.347	0.024759839890425073	0.0773974996044376	1
EIF2A	1.410525806628463	1.452243747744855	0.478	0.549	0.02475451190047906	0.4382388197071936	1
MAP7	0.012599288114259989	0.030111261820269252	0.01	0.024	0.024736795513934276	0.2187958746029182	1
MPP3	0.014829611952253853	0.032373913469213186	0.015	0.016	0.024728070411599454	0.8766647063094035	1
WLS	0.004469747186629377	0.02180849521124074	0.005	0.01	0.02469072196067736	0.4982333739056795	1
COQ5	0.22805683924102185	0.24925069112201462	0.138	0.158	0.024685680430922008	0.5966485784582451	1
ADHFE1	0.02400262437554682	0.041674510568451055	0.015	0.022	0.02468513994822498	0.5266257315332361	1
GSKIP	0.10922011542084654	0.12833989815418959	0.069	0.073	0.024656042251513716	0.8652835801133884	1
DNER	0	0.01722602436744935	0	0.008	0.02464027703604143	0.19985649388715865	1
SHF	0.07427800511598318	0.0927746197891288	0.039	0.059	0.024628494950108354	0.32162352794849464	1
ZNF134	0.1655341655086536	0.18556188215537064	0.074	0.099	0.024579673325142687	0.30866939616472094	1
PERP	0	0.017168292446118488	0	0.008	0.024558395607314452	0.19985649388715865	1
CIITA	1.870576262219321	1.9198540376725632	0.547	0.606	0.02455586715740088	0.6446007584141393	1
GPATCH2L	1.00632850958328	1.0407564649869088	0.33	0.396	0.024546180284549912	0.3301823087326472	1
LRRCC1	0.289609014223549	0.31171850366610465	0.128	0.168	0.024524415827479495	0.28269838029343825	1
SHOC2	1.5549834886739478	1.5987147773830326	0.517	0.578	0.02448433120900506	0.5032635497232026	1
DYRK1A	0.9772068081081607	1.0110004140777469	0.325	0.446	0.024449599478517103	0.056694227135554665	1
IPMK	0.15130177060877598	0.1709279898922145	0.084	0.097	0.024386323770716922	0.6043470229309456	1
MPPED2	0.0753079033986012	0.09360375508274561	0.039	0.065	0.024340281904646974	0.2054270404787163	1
SMYD5	0.032865465138353644	0.05040892495991587	0.025	0.032	0.024298729838516116	0.5897815647903717	1
MLLT1	0.3102139043012894	0.33246325651396347	0.138	0.174	0.024293386298832598	0.34370945495943933	1
BEND5	0.16509511803802843	0.18484430855609685	0.079	0.097	0.02424975701069021	0.4642096714993402	1
GOLGA1	0.2693494412962108	0.2908404431289421	0.099	0.17	0.02422139875997542	0.03387081301091199	1
ACOX1	0.36045502727992534	0.38347597371244674	0.148	0.19	0.0242083234053575	0.2339561853528278	1
FPR3	0	0.016903467844695843	0	0.012	0.024182734188877494	0.11572409438243399	1
BMP8B	0	0.016889695888874297	0	0.008	0.024163195592011636	0.19985649388715865	1
SOX6	0.010309979854299364	0.027354054386496497	0.005	0.008	0.02413545597504279	0.6527663473883041	1
PTGDR2	0.008735783604157183	0.02574779747566818	0.005	0.012	0.024127715083440714	0.3872665814684157	1
TRIM7	0	0.01684424200261988	0	0.01	0.024098707219095655	0.1513844552375399	1
NOMO2	0.01683284023603725	0.03394001240277902	0.01	0.024	0.024069954808386092	0.22071461664812578	1
MRFAP1L1	0.4574632517720515	0.4819732117879455	0.182	0.236	0.024059861641771763	0.16338264356761378	1
CRTC1	0.09017548584807734	0.1085047501582053	0.044	0.063	0.024054567733738222	0.36381371979942273	1
VPS13D	0.7437155763682954	0.7729811256572959	0.296	0.317	0.024012441849253108	0.7894046106162693	1
TRIM3	0.014682175140948571	0.03167272229892262	0.01	0.024	0.02395746842024023	0.2187958746029182	1
IQCC	0	0.016739277374829914	0	0.012	0.023949776086764105	0.11572409438243399	1
CCDC120	0.031143870094647624	0.04837049143532996	0.02	0.03	0.023903013282070493	0.433618007015196	1
CDC26	0.7065613052113955	0.7350573620062997	0.305	0.343	0.023891118281847645	0.5744713344411112	1
VANGL2	0	0.016691978566728848	0	0.01	0.023882660214810947	0.1513844552375399	1
SPDYE16	0.013698259457620628	0.030614878315272043	0.01	0.02	0.023877045803638662	0.3356135379681037	1
CTSW	0.27795091801528166	0.2992598847125365	0.113	0.145	0.023857606936231734	0.2963147650668848	1
AAGAB	0.33482078483518746	0.3570714586046354	0.143	0.204	0.02385063361737233	0.11324476936727501	1
MFSD14C	0.8439687052593722	0.8746932708008426	0.31	0.404	0.02384039598598542	0.08786170052589917	1
MFSD8	0.26233985471932203	0.2833566595520975	0.133	0.143	0.023821794027884757	0.810180434192465	1
KEL	0	0.01664105185423806	0	0.008	0.02381039294282436	0.19985649388715865	1
IKBKE	0.028189691689855877	0.045299147741772024	0.02	0.028	0.023809424166376936	0.515959727688982	1
C11orf45	0	0.016635633558966936	0	0.008	0.02380270392757738	0.19985649388715865	1
ARL6IP4	3.080267470449159	3.1480287048012583	0.714	0.784	0.023762150680106675	0.576858916001477	1
PKN3	0.031327455508150734	0.048425253922550864	0.01	0.032	0.02372153632125272	0.08962980692161115	1
BOLA2B	0.04323906354282863	0.06052650940564762	0.025	0.042	0.023710886927544632	0.26811587541557835	1
ARL17A	0.260145837954926	0.28101541138039077	0.128	0.152	0.02369712432023685	0.49887190122795216	1
REX1BD	1.097749682215463	1.1324678613368597	0.424	0.491	0.023681462704222334	0.34882255355967173	1
ANKRD18A	0	0.016535240843644952	0	0.008	0.02366023083347826	0.19985649388715865	1
CIART	0	0.016525585948094626	0	0.004	0.02364652827254414	0.36595975163013006	1
ALG8	0.28220548479032487	0.30336164797112697	0.163	0.164	0.023609963563406167	0.9841176535033306	1
CALB1	0	0.01649540614485252	0	0.006	0.02360369521509432	0.2674482697803836	1
MACO1	0.47155197076439975	0.495792158942192	0.217	0.248	0.02357123116142601	0.5232245740746257	1
MED4	1.20395441661387	1.2402582480090034	0.478	0.513	0.02357066436959787	0.470551840174845	1
BBS10	0.10628817523050568	0.1245075303870366	0.059	0.061	0.023566082470013544	0.9584101545146481	1
ZNF205	0.008959818796624656	0.02556678024519822	0.005	0.018	0.02355271547034106	0.1830658967281956	1
RGS12	0.04603920455586869	0.06325502669461755	0.025	0.04	0.023550752094909852	0.3209859035678513	1
RPP38	0.2916491130296956	0.3128728332273669	0.133	0.172	0.02351297802447644	0.257339342689063	1
YIF1B	0.30376139556492665	0.32517902847129915	0.158	0.2	0.023507414723324016	0.30828190003589356	1
SLC16A4	0.048660088456247266	0.06588366962082247	0.025	0.044	0.023502871092677444	0.22914700405364852	1
CDK20	0	0.016411875212337296	0	0.012	0.023485136279058554	0.11572409438243399	1
ZBTB16	0.04326386593719387	0.06037300431237977	0.015	0.018	0.02346775121275868	0.7577691309187307	1
TMEM132A	0	0.01639357024730804	0	0.01	0.023459153977278716	0.1513844552375399	1
CASKIN2	0.007179869369456692	0.023687232749146206	0.005	0.016	0.02345364278667829	0.232051120670501	1
RNF113A	0.4736537682814876	0.4978053052337319	0.232	0.244	0.02345249860691001	0.7370877280121194	1
HDAC3	0.6619174733087888	0.689125007835926	0.281	0.349	0.02342735903578108	0.2396964206071554	1
GYPE	0.013706478504129763	0.030298596801151333	0.005	0.006	0.023422537315389944	0.8594768358188319	1
KLHL17	0.011220043988455851	0.02775992360173467	0.01	0.02	0.023406336583692823	0.33838501947758537	1
PDE6A	0	0.016344587052522105	0	0.012	0.023389624301786892	0.11572409438243399	1
EID3	0.030460074174349525	0.047295094152300196	0.02	0.032	0.02337939688882936	0.3671854458699251	1
ABHD3	0.2633929509995529	0.28403119878115624	0.133	0.156	0.023376828854813514	0.4978014069101516	1
CATSPER3	0	0.01631909835597826	0	0.008	0.023353442796338234	0.19985649388715865	1
FNTB	0.03951819948047746	0.0564806518451848	0.02	0.04	0.02335132975315038	0.18275745814236996	1
ZW10	0.1443164158147098	0.16298621227925147	0.074	0.087	0.0233479651208649	0.5858567220534225	1
GDF7	0	0.01631347811271023	0	0.006	0.023345464672613305	0.2674482697803836	1
APOL1	0.007993036466630271	0.02443648040854842	0.005	0.02	0.023344861370192545	0.14323519170322105	1
MN1	0	0.016290912791948546	0	0.012	0.02331343199915651	0.11572409438243399	1
ELAVL1	0.7790294674619124	0.8080099123787455	0.296	0.366	0.023312180028230323	0.15198824847605813	1
STK36	0.012688085329735204	0.02918295839106183	0.01	0.018	0.023309590797045036	0.42208008188990614	1
AHCTF1	0.5409760786710537	0.5660496672929157	0.187	0.24	0.023285502090859667	0.19189418150495394	1
XRCC2	0.08577295216098281	0.10342834591157449	0.049	0.048	0.023270497121865935	0.9774568598672884	1
DMAP1	0.39148277183739183	0.4141020750577536	0.158	0.22	0.023263216358128613	0.09278513968448097	1
UBE2D2	3.6884740634153594	3.7646202985613537	0.764	0.838	0.0232427960064987	0.391440216641096	1
G0S2	0	0.01623057110414487	0	0.01	0.02322777026867179	0.1513844552375399	1
IQCK	0.005629838142153413	0.021946267262091843	0.005	0.014	0.023219981200940508	0.2971869903015955	1
PHYH	0.35864437546990463	0.3806864890453008	0.167	0.184	0.023217884849442594	0.6655624050364142	1
NOCT	0.019571985197849563	0.03608372580629539	0.015	0.028	0.023176953701453926	0.29465941441975	1
RNF145	1.0216033361704568	1.0543082463229705	0.384	0.446	0.023152722224186295	0.51884209003132	1
CD86	0.1759924976297262	0.19501722561952256	0.074	0.095	0.023152557760478004	0.3795853266059803	1
IL1R1	0	0.016173790558808514	0	0.012	0.023147159330472355	0.11572409438243399	1
FARSA	0.32100107253898297	0.34235337987009395	0.143	0.176	0.023132878820700364	0.3622568219258102	1
C12orf4	0.30918754684771826	0.33033042536267954	0.153	0.18	0.023112840074226038	0.45775694290590363	1
TP53	0.4299110215260817	0.4529957828571016	0.192	0.24	0.023105139913599637	0.2937154014813092	1
JAM3	0.0030652158387058904	0.019250389488427402	0.005	0.012	0.02309310007462609	0.38464205592828055	1
PLSCR4	0	0.016134016912696815	0	0.012	0.02309069028400259	0.11572409438243399	1
DTL	0.14613017513491794	0.16462046668113273	0.074	0.081	0.02308896581589301	0.8057122768792488	1
KLHL7	0.1621709245178305	0.18091200530342727	0.079	0.109	0.023079200971784813	0.2583136961045784	1
STON1	0	0.016125414201417984	0	0.014	0.023078476204726767	0.08904999225776059	1
ATXN2	0.5909381461044113	0.6165728920857417	0.217	0.299	0.023060814386703044	0.07122649245708246	1
DNAAF1	0	0.016093155314055224	0	0.012	0.023032674303765144	0.11572409438243399	1
NHS	0	0.01608824298791396	0	0.008	0.023025699543963305	0.19985649388715865	1
SLX4IP	0.3396347659838062	0.36118424498094176	0.113	0.166	0.023022635816491333	0.09476475906286867	1
PCCB	0.2812558898053729	0.301864775085322	0.148	0.156	0.02302096674904275	0.7940158723011044	1
TNS2	0	0.01607685159406544	0	0.01	0.0230095253586494	0.1513844552375399	1
HCFC1R1	0.16783173306061216	0.18658564270498273	0.094	0.117	0.022983813286392457	0.40400692259701676	1
FAM222A	0.002664345488876757	0.01876559201897421	0.005	0.012	0.02298341324837431	0.3833338821668725	1
CRISPLD2	0.02182591215943392	0.03821847193721934	0.005	0.014	0.02296063527680337	0.30136195209438166	1
LRRC3	0.006754570649093976	0.02290224610102671	0.005	0.014	0.02295625806223993	0.30136195209438166	1
SNX25	0.0111415583169343	0.027354570858991033	0.01	0.02	0.022949198360535904	0.33838501947758537	1
ZNF805	0.18923657933514745	0.20829963395162662	0.084	0.125	0.022942513895419347	0.1542354586319453	1
MYO5C	0.07111109789830325	0.088277149461922	0.025	0.042	0.02293788455241874	0.26486283038341524	1
PLEC	0.6843162637864244	0.7113052916293214	0.222	0.287	0.02293409671976665	0.16099903657491918	1
RAPGEF6	0.09377476675257031	0.11129474525374199	0.049	0.073	0.022925824204135387	0.2738747292413851	1
MSX1	0.011288057686490001	0.02747167080417105	0.005	0.012	0.022904620370543832	0.3872665814684157	1
DCBLD2	0.06654188539583142	0.08360602131817534	0.039	0.044	0.022899690826688787	0.755706598825864	1
CEBPG	0.51112371189125	0.5352895138287841	0.227	0.275	0.022888959134127362	0.3326416554884889	1
ADM	0	0.0159885279931875	0	0.014	0.022884112050258493	0.08904999225776059	1
HDGFL3	0.1973427763625168	0.21647518004789582	0.099	0.131	0.022870657581259668	0.29605013262161733	1
NABP2	0.21186536213518117	0.23121812083524979	0.084	0.152	0.02285694550398293	0.03077667173179368	1
DES	0	0.01596409023955839	0	0.006	0.022849410231272575	0.2674482697803836	1
LRWD1	0.06980822026784182	0.08688455744072407	0.039	0.067	0.022846519500928864	0.18261101740675847	1
CFH	0	0.015955887236572475	0	0.006	0.022837761709815503	0.2674482697803836	1
ZNF517	0	0.015951806673980308	0	0.012	0.02283196714795304	0.11572409438243399	1
TMEM204	0	0.015913943862407243	0	0.006	0.02277819933333971	0.2674482697803836	1
ZNF177	0	0.015910219526949425	0	0.008	0.022772910410811458	0.19985649388715865	1
RHBDD3	0.144970807083366	0.16313850582281422	0.074	0.099	0.02271208738005237	0.325236552646557	1
TEC	0.025860470591938068	0.04213200562777868	0.02	0.026	0.022703513318224913	0.5997560282085861	1
ATP1A1	1.1143918068957803	1.1478968185412706	0.365	0.459	0.022681950500410775	0.07250237497146857	1
CACUL1	0.4457915601815869	0.4686996730012564	0.202	0.255	0.022679842722403087	0.25324024120939853	1
C12orf60	0	0.015836975606153873	0	0.012	0.022668892901540717	0.11572409438243399	1
CCR8	0	0.015835180866377745	0	0.006	0.022666344003908333	0.2674482697803836	1
SNX7	0	0.015835113938280413	0	0.016	0.022666248952231592	0.06886505761405734	1
SERAC1	0.036176265892771835	0.05257134355853282	0.02	0.034	0.022648579382547933	0.30856193992839304	1
ACAT1	0.266059755648851	0.2860854460811936	0.148	0.149	0.02264099802128572	0.9965393471714584	1
MYOT	0	0.015813323185314664	0	0.008	0.022635301263972354	0.19985649388715865	1
CD19	0	0.015812749161540383	0	0.008	0.02263448601429251	0.19985649388715865	1
TRAPPC8	0.7548852281247926	0.7826204407549978	0.286	0.325	0.02262287463615842	0.399057600864031	1
MAP1B	0	0.01579728808684923	0	0.006	0.02261252745396356	0.2674482697803836	1
PGPEP1	0.21777674964527105	0.2369759913333939	0.089	0.115	0.02256782536548252	0.33377130877674677	1
GNPDA1	0.25777183835257567	0.2775934848307414	0.099	0.137	0.022558621800341128	0.20011689965372145	1
PLS1	0	0.01573577078494814	0	0.014	0.022525154318664333	0.08904999225776059	1
SYT1	0	0.015732619458347013	0	0.012	0.022520678341305642	0.11572409438243399	1
CCDC71L	0.35954296417524506	0.3809039865390289	0.177	0.202	0.022491269301506245	0.557564046318263	1
IGLON5	0	0.015707649106858592	0	0.004	0.022485211285915747	0.36595975163013006	1
L3HYPDH	0.104581134254532	0.12193074247693945	0.049	0.073	0.022484228026934172	0.27598739591927074	1
SGPP2	0.011255270505091461	0.027116251815558472	0.01	0.02	0.02245225727569553	0.3411711522414482	1
NRG2	0.004314335588005112	0.020057317235121306	0.005	0.01	0.02243933755657089	0.4982333739056795	1
PNMT	0	0.01567516600678224	0	0.004	0.022439072067794694	0.36595975163013006	1
TTC32	0.2384013394866265	0.2577963584574401	0.113	0.141	0.022419426798770792	0.35486723940324716	1
SPCS3	5.715051567080226	5.820103912642893	0.857	0.887	0.022395242021272743	0.7237035205624345	1
MGA	0.9054182330789281	0.9352043153799668	0.355	0.335	0.022378192223443727	0.6565238289241662	1
ZNF665	0.03446736493824245	0.050624997232909294	0.015	0.03	0.022359683450202096	0.25132992769076257	1
GUCA1B	0	0.015615971861104088	0	0.006	0.022354988502567175	0.2674482697803836	1
FRA10AC1	0.3089083202078273	0.32933367698853794	0.133	0.149	0.022339231762060208	0.6147430275153276	1
ITM2A	0.1735161246377204	0.19182268971839397	0.079	0.105	0.022331953335339744	0.3421245333688959	1
CAMKK1	0.04991109258091676	0.06628427076000441	0.02	0.034	0.02232494668089735	0.3065753171733202	1
NAP1L2	0.009498954306980818	0.02523707426834721	0.01	0.01	0.02231813867486637	0.9713424913057891	1
AGAP3	0.02900773046173531	0.04504969578829341	0.015	0.028	0.02231772858352654	0.2989595389785968	1
CUL2	0.41789655667703374	0.4399809297632404	0.182	0.22	0.022297421704948972	0.33215079798606584	1
RPH3A	0	0.015569228534464628	0	0.008	0.022288587501283468	0.19985649388715865	1
SUCLA2	0.44209321093766635	0.46453460559703735	0.212	0.257	0.022277865738407288	0.28822687790172713	1
JMJD7-PLA2G4B	0	0.015558802595128325	0	0.008	0.02227377656790388	0.19985649388715865	1
FAM160B1	0.3447035296705946	0.36560603792870106	0.172	0.202	0.02225320920043833	0.43783737501257514	1
OMG	0.01873560030944336	0.034562568633851085	0.01	0.022	0.0222412324598512	0.2777017452549984	1
TRAPPC4	0.5004019175504046	0.523710630235556	0.246	0.263	0.022239932937476392	0.8209676427567049	1
AQP9	0	0.015533254110697128	0	0.008	0.022237482130464375	0.19985649388715865	1
SYNE4	0	0.015529992254214418	0	0.004	0.02223284823816181	0.36595975163013006	1
RASSF1	0.5570032942887353	0.581175686286332	0.227	0.281	0.022225679284870736	0.2585746393435537	1
AP1AR	0.368036104406249	0.38924692427010377	0.153	0.196	0.02219674074298511	0.22081991206643722	1
MRPL49	0.21595796106896623	0.23480375434733314	0.094	0.099	0.022188422697652033	0.8505721546811816	1
CIB3	0	0.015496711585238103	0	0.01	0.02218556785922506	0.1513844552375399	1
GDPD1	0.027506210922142754	0.04341305330024734	0.01	0.022	0.02216327245742835	0.2730407625285409	1
TACC2	0	0.015475875284121565	0	0.004	0.022155965856237296	0.36595975163013006	1
AGBL5	0.04752328950145158	0.06372602424294793	0.025	0.044	0.02214429517800988	0.2225104236225215	1
TTC25	0.01983931933704583	0.03560662539895828	0.015	0.024	0.022134233713483657	0.4296128330806172	1
LMF2	0.3921458067822063	0.4136657374588919	0.197	0.214	0.022130713754215603	0.7154520799771799	1
ADGRE3	0	0.015449000581476344	0	0.004	0.02211778423692215	0.36595975163013006	1
MGP	0	0.015448491092356532	0	0.01	0.02211706038214414	0.1513844552375399	1
CACFD1	0.012324514321701866	0.027936828271568858	0.005	0.016	0.02207976702164443	0.2362089140092131	1
RGL4	0.019887926762166896	0.03561235085109465	0.01	0.024	0.022073449900516053	0.2200736998969295	1
ZNF112	0.008959818796624656	0.02451029208023122	0.005	0.018	0.022065756378060256	0.18240635842363281	1
SMC1B	0.01903769790523985	0.034728261286543126	0.015	0.02	0.022044516136838187	0.6261522356495849	1
BCKDHA	0.021890358820085318	0.03762115009348798	0.015	0.024	0.022039377609620377	0.4363711686636122	1
SMAD5	0.42733087512543366	0.44929848728499777	0.163	0.222	0.022034942446250483	0.13485774974353498	1
LBHD1	0.05260107500325195	0.06878660437702086	0.03	0.042	0.02201505769487963	0.43208872466760384	1
EMC7	1.279912074166447	1.314957778126094	0.463	0.554	0.02200769352973575	0.2952975886381382	1
LYRM4	0.37735935148640565	0.39850142989009024	0.187	0.21	0.02197672281483254	0.6313053983510213	1
ZNF526	0.08450302497354273	0.10114813526887725	0.03	0.059	0.021974487768953152	0.11375298226774987	1
NUP35	0.05344110836351146	0.06960397251076626	0.034	0.044	0.021967064828137844	0.5523991385854121	1
NBPF11	0.1233740846136043	0.14060884449044564	0.069	0.081	0.021965698251052657	0.6163718472752127	1
TUBGCP6	0.2747273181668681	0.294246269667861	0.128	0.166	0.02192349237561625	0.2798191583523804	1
SMAD9	0	0.015307726573983205	0	0.008	0.021917055801437837	0.19985649388715865	1
AKR1C2	0	0.015304657311421216	0	0.01	0.021912694545776875	0.1513844552375399	1
COX16	0.35979846802791826	0.3806093173929586	0.167	0.204	0.021912276348168835	0.337699435580612	1
EPGN	0	0.015276496099746713	0	0.012	0.021872678375664478	0.11572409438243399	1
AMFR	0.35890982653027687	0.3796605601229113	0.163	0.194	0.02186363626085852	0.42504143406062356	1
AMACR	0.03156756258138603	0.04730871565896684	0.025	0.026	0.02184845510184736	0.88746795428204	1
C1orf131	0.5109776218863648	0.5340234066620142	0.202	0.242	0.021838202314340083	0.42091808694288196	1
PIPOX	0	0.01523485392631133	0	0.008	0.021813504161135158	0.19985649388715865	1
ARL4D	0.01100806340644522	0.02640167409802393	0.005	0.022	0.021800924969206877	0.11271277752744996	1
PRKD3	0.5052808089381344	0.5281913246331318	0.212	0.255	0.021792529750582434	0.31972241996220063	1
SAT2	0.6681370999792626	0.6935163915390108	0.266	0.347	0.02178408561907419	0.10406318681344572	1
LRP3	0.008939494373258753	0.024279806830495278	0.005	0.008	0.021770216964973065	0.6527663473883041	1
